"TABLE_NAME"	"COLUMN_ID"	"COLUMN_NAME"	"DATA_TYPE"	"DATA_LENGTH"	"DATA_PRECISION"	"DATA_SCALE"	"NULLABLE"
"TEMP_CHARACTERS"	2	"STATION_ID"	"NUMBER"	22			"Y"
"TEMP_CHARACTERS"	3	"CLUSTER_NAME"	"VARCHAR2"	120			"Y"
"TEMP_CHARACTERS"	4	"CHARACTER_NAME"	"VARCHAR2"	30			"Y"
"TEMP_CHARACTERS"	5	"OBJECT_ID"	"NUMBER"	22			"Y"
"TEMP_CHARACTERS"	6	"TEMPLATE_NAME"	"VARCHAR2"	120			"Y"
"TEMP_FREE_OBJECT_IDS"	1	"START_ID"	"NUMBER"	22		0	"Y"
"TEMP_FREE_OBJECT_IDS"	2	"END_ID"	"NUMBER"	22		0	"Y"
"TOKEN_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"TOKEN_OBJECTS"	2	"REFERENCE"	"NUMBER"	22	20	0	"Y"
"TOKEN_OBJECTS"	3	"TARGET_SERVER_TEMPLATE_NAME"	"VARCHAR2"	500			"Y"
"TOKEN_OBJECTS"	4	"TARGET_SHARED_TEMPLATE_NAME"	"VARCHAR2"	500			"Y"
"TOKEN_OBJECTS"	5	"WAYPOINT"	"NUMBER"	22	20	0	"Y"
"TRADE_LOG"	1	"TRADE_ID"	"NUMBER"	22			"N"
"TRADE_LOG"	2	"SELLER_ID"	"NUMBER"	22			"N"
"TRADE_LOG"	3	"BUYER_ID"	"NUMBER"	22			"N"
"TRADE_LOG"	4	"CREDITS"	"NUMBER"	22			"N"
"TRADE_LOG"	5	"TRADE_TIME"	"TIMESTAMP(6)"	11		6	"Y"
"TRADE_LOG"	6	"ITEM_NAME"	"VARCHAR2"	255			"Y"
"TRADE_LOG"	7	"ITEM_TYPE"	"VARCHAR2"	50			"Y"
"TRADE_LOG"	8	"QUANTITY"	"NUMBER"	22			"Y"
"UNIVERSE_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"VEHICLE_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"VEHICLE_OBJECTS"	2	"BOGUS"	"NUMBER"	22		0	"Y"
"VERSION_NUMBER"	1	"VERSION_NUMBER"	"NUMBER"	22		0	"N"
"VERSION_NUMBER"	2	"MIN_VERSION_NUMBER"	"NUMBER"	22		0	"Y"
"VERSION_NUMBER"	3	"GOLDDATA"	"VARCHAR2"	100			"Y"
"VERSION_NUMBER"	4	"BRANCH_NAME"	"VARCHAR2"	30			"Y"
"WAYPOINTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"Y"
"WAYPOINTS"	2	"WAYPOINT_ID"	"NUMBER"	22	20	0	"N"
"WAYPOINTS"	3	"APPEARANCE_NAME_CRC"	"NUMBER"	22		0	"Y"
"WAYPOINTS"	4	"LOCATION_X"	"FLOAT"	22	126		"Y"
"WAYPOINTS"	5	"LOCATION_Y"	"FLOAT"	22	126		"Y"
"WAYPOINTS"	6	"LOCATION_Z"	"FLOAT"	22	126		"Y"
"WAYPOINTS"	7	"LOCATION_CELL"	"NUMBER"	22	20	0	"Y"
"WAYPOINTS"	8	"LOCATION_SCENE"	"NUMBER"	22		0	"Y"
"WAYPOINTS"	9	"NAME"	"VARCHAR2"	512			"Y"
"WAYPOINTS"	10	"COLOR"	"NUMBER"	22		0	"Y"
"WAYPOINTS"	11	"ACTIVE"	"CHAR"	1			"Y"
"WEAPON_OBJECTS"	1	"OBJECT_ID"	"NUMBER"	22	20	0	"N"
"WEAPON_OBJECTS"	2	"MIN_DAMAGE"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	3	"MAX_DAMAGE"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	4	"DAMAGE_TYPE"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	5	"ELEMENTAL_TYPE"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	6	"ELEMENTAL_VALUE"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	7	"ATTACK_SPEED"	"FLOAT"	22	126		"Y"
"WEAPON_OBJECTS"	8	"WOUND_CHANCE"	"FLOAT"	22	126		"Y"
"WEAPON_OBJECTS"	9	"ACCURACY"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	10	"ATTACK_COST"	"NUMBER"	22		0	"Y"
"WEAPON_OBJECTS"	11	"DAMAGE_RADIUS"	"FLOAT"	22	126		"Y"
"WEAPON_OBJECTS"	12	"MIN_RANGE"	"FLOAT"	22	126		"Y"
"WEAPON_OBJECTS"	13	"MAX_RANGE"	"FLOAT"	22	126		"Y"
